***************************************
恶意网站实验室(MWSL)
恶意网站HOSTS屏蔽文件-2011.12.26
www.mwsl.org.cn
---------------------------------------
注意：115.47.219.95为MWSL的拦截警示页面
警告：不得将此数据用于违法犯罪行为！
---------------------------------------
All Rights Reserved 2007-2011
***************************************
127.0.0.1 localhost
0.0.0.0 16207.nznz.net
0.0.0.0 163.123fga.cn
0.0.0.0 1633.in
0.0.0.0 163cp.com
0.0.0.0 163e.fx.to
0.0.0.0 163rfg.com
0.0.0.0 163wangri.net
0.0.0.0 163wyt.com
0.0.0.0 163xxoo.com
0.0.0.0 163zn-dh-com.top.to
0.0.0.0 164wyt.com
0.0.0.0 165se.com
0.0.0.0 166999.com
0.0.0.0 166cai.com
0.0.0.0 168.123fga.cn
0.0.0.0 1688xungou.com
0.0.0.0 169.123fga.cn
0.0.0.0 169xxoo.com
0.0.0.0 16june.notlong.com
0.0.0.0 16w.just360.mo.cn
0.0.0.0 17.173sese.net
0.0.0.0 17.17selang.com
0.0.0.0 17173jw.com
0.0.0.0 173wyt.com
0.0.0.0 174.37.82.9-static.reverse.softlayer.com
0.0.0.0 174mm.com
0.0.0.0 17598.800z.net
0.0.0.0 175yo.com
0.0.0.0 1777.hk
0.0.0.0 17abo.com
0.0.0.0 17bose.com
0.0.0.0 17cmm.com
0.0.0.0 17ebook.com
0.0.0.0 17gby.com
0.0.0.0 17l73.search.yx1l.cn
0.0.0.0 17nnn.com
0.0.0.0 18.w88w8w.cn
0.0.0.0 18022009.com
0.0.0.0 180cpw.cn
0.0.0.0 18237.800z.net
0.0.0.0 1859yhu.qa111.8866.org
0.0.0.0 186.my319.info
0.0.0.0 186cctv.com
0.0.0.0 187asdiebfgs.3322.org
0.0.0.0 188.gck6.cn
0.0.0.0 188218.com
0.0.0.0 188966.com
0.0.0.0 188bt.com
0.0.0.0 189go.cn
0.0.0.0 18jlurp.co.cc
0.0.0.0 18mm.azzwg.cn
0.0.0.0 18xxx.ns2go.com
0.0.0.0 18yuy.com
0.0.0.0 19079.800z.net
0.0.0.0 190zn001.6600.org
0.0.0.0 191188.com
0.0.0.0 1919mnd.3322.org
0.0.0.0 192988.com
0.0.0.0 192ee.com
0.0.0.0 192ee.info
0.0.0.0 192ee.us
0.0.0.0 192jb.info
0.0.0.0 192lj.info
0.0.0.0 192mm.info
0.0.0.0 192qj.info
0.0.0.0 192se.info
0.0.0.0 192ss.info
0.0.0.0 19334.com
0.0.0.0 19743.yfyf.net
0.0.0.0 198148.com
0.0.0.0 19ccc.com
0.0.0.0 19eee.com
0.0.0.0 19p2p.xdns.eu
0.0.0.0 19selang.com
0.0.0.0 19semih93.19.ohost.de
0.0.0.0 19vvv.com
0.0.0.0 1a123.com
0.0.0.0 1ct.3322.org
0.0.0.0 1d.2288.org
0.0.0.0 1d407.hp.ipc.la
0.0.0.0 1d865.ld.tcp.cc
0.0.0.0 1foxfiisa.com
0.0.0.0 1h2l3g.3322.org
0.0.0.0 1hougong.info
0.0.0.0 1j7g.3322.org
0.0.0.0 1j9x.3322.org
0.0.0.0 1l1l1l.3322.org
0.0.0.0 1love11.3322.org
0.0.0.0 1mediadownload.com
0.0.0.0 1newsreport.ne
0.0.0.0 1nid.3322.org
0.0.0.0 1o9o.3322.org
0.0.0.0 1oo86.net
0.0.0.0 1sese.info
0.0.0.0 1seweq.cn
0.0.0.0 1sexin18.com
0.0.0.0 1www.4qqxx.com
0.0.0.0 1wx3ff.3322.org
0.0.0.0 1wyl.com
0.0.0.0 1x7c.3322.org
0.0.0.0 1xin1yi.com
0.0.0.0 1y5hrg7.8866.org
0.0.0.0 1z.2288.org
0.0.0.0 1zhifu.10.cname.in
0.0.0.0 2.1234llll.com
0.0.0.0 2.17nnn.com
0.0.0.0 2.18bt.info
0.0.0.0 2.1xiao77.com
0.0.0.0 2.27nnn.com
0.0.0.0 2.51qs.info
0.0.0.0 2.555mi.com
0.0.0.0 2.666mi.com
0.0.0.0 2.66aaaa.com
0.0.0.0 2.7k.cc
0.0.0.0 2.82nnn.com
0.0.0.0 2.82yyy.com
0.0.0.0 2.99dizhi.cn
0.0.0.0 2.axiao77.com
0.0.0.0 2.axwdd.com
0.0.0.0 2.bbs99.info
0.0.0.0 2.bbslc.com
0.0.0.0 2.boksx.com
0.0.0.0 2.clxwe.com
0.0.0.0 2.cnswz.info
0.0.0.0 2.csly.info
0.0.0.0 2.cxzzd.com
0.0.0.0 2.dingxiang.biz
0.0.0.0 2.doxws.com
0.0.0.0 2.dushiyuan.info
0.0.0.0 2.exksc.com
0.0.0.0 2.fuwxh.com
0.0.0.0 2.ganbobo.com
0.0.0.0 2.googlelianmeng.9966.org
0.0.0.0 2.hixiao77.com
0.0.0.0 2.hupxw.com
0.0.0.0 2.ixwsy.com
0.0.0.0 2.jinfuren.info
0.0.0.0 2.sewo.9966.org
0.0.0.0 2.sqwyl.com
0.0.0.0 2.wwwddd.net
0.0.0.0 2.xinba.info
0.0.0.0 2.yxnjs.com
0.0.0.0 2008.fang8.com.cn
0.0.0.0 20080808888.com.cn
0.0.0.0 2008222.com
0.0.0.0 2009-taobao.com
0.0.0.0 2009-yahoo.xxcfd.cn
0.0.0.0 2009.renxian114.cn
0.0.0.0 200909.cn
0.0.0.0 200912172002.2288.org
0.0.0.0 200988qq.cn
0.0.0.0 2009999.com
0.0.0.0 2009cctv61.cn
0.0.0.0 2009cctvk.com
0.0.0.0 2009download-best-soft.com
0.0.0.0 2009fv.cn
0.0.0.0 2009fxfd.cn
0.0.0.0 2009fxmx.cn
0.0.0.0 2009fxvc.cn
0.0.0.0 2009kabasiji.com
0.0.0.0 2009qa.cn
0.0.0.0 2009qq888.cn
0.0.0.0 2009qqcom.cn
0.0.0.0 2009sina.eu.kz
0.0.0.0 2009t.8qbe.cn
0.0.0.0 2009v8.cn
0.0.0.0 2009viv.cn
0.0.0.0 2010.zdfdgf.3322.org
0.0.0.0 201001.8866.org
0.0.0.0 201001.9966.org
0.0.0.0 2010down.cn
0.0.0.0 2010qqvip.com
0.0.0.0 2010xi.pq.to
0.0.0.0 2011.ttdk2.com
0.0.0.0 2011xt10000ry.com
0.0.0.0 2012qq.baoze.com
0.0.0.0 202.sscq4f.com
0.0.0.0 2020ads.com
0.0.0.0 20285.com
0.0.0.0 2046yxwcom.tzsx229.2666.com.cn
0.0.0.0 208188.com
0.0.0.0 209678.cn
0.0.0.0 20gan.com
0.0.0.0 20mx20.3322.org
0.0.0.0 21042.63810.com
0.0.0.0 2121hjk.3322.org
0.0.0.0 213122.lerqu.com
0.0.0.0 2133.01j.info
0.0.0.0 218318.cn
0.0.0.0 21899zz.tk
0.0.0.0 22.bbexe.cn
0.0.0.0 22.pzwm.info
0.0.0.0 221331.net
0.0.0.0 221441.com
0.0.0.0 221441.net
0.0.0.0 221607da1227.camilium.net
0.0.0.0 222.gamealitysa.com
0.0.0.0 2222-qq.cn
0.0.0.0 2222xb.com
0.0.0.0 222mi.com
0.0.0.0 22ccc.info
0.0.0.0 22ccdde.3322.org
0.0.0.0 22ee.8866.org
0.0.0.0 22ger.cn
0.0.0.0 22kk22.3322.org
0.0.0.0 22lax.3322.org
0.0.0.0 22ndbest.googlepages.com
0.0.0.0 22qsw.com
0.0.0.0 22saew23.cn
0.0.0.0 22woool.cn
0.0.0.0 230it.cn
0.0.0.0 232323244333.3322.org
0.0.0.0 233game.cn
0.0.0.0 234315.cn
0.0.0.0 234444.com
0.0.0.0 234871938123.cn
0.0.0.0 234ijdcbgakf.3322.org
0.0.0.0 234oaidnhtkd.3322.org
0.0.0.0 239168.com
0.0.0.0 23bi.com
0.0.0.0 23dnfwg.com
0.0.0.0 23fffb.3322.org
0.0.0.0 23oyes.3322.org
0.0.0.0 23weer.778652.com
0.0.0.0 23weg.bnr56.cn
0.0.0.0 2493.kjhds.info
0.0.0.0 24dd24.3322.org
0.0.0.0 24gao.com
0.0.0.0 2502.nznz.net
0.0.0.0 2537.800z.net
0.0.0.0 255188.cn
0.0.0.0 258255924.dns8zy3.cn
0.0.0.0 2586.twgg.org
0.0.0.0 258ak.com
0.0.0.0 258wyt.com
0.0.0.0 25isese.com
0.0.0.0 260555.com
0.0.0.0 263267850085.movie2new.in
0.0.0.0 263388.com
0.0.0.0 265cai.com
0.0.0.0 265uu.com
0.0.0.0 268788.com
0.0.0.0 26889.net
0.0.0.0 269988.cn
0.0.0.0 26c26.3322.org
0.0.0.0 26gao.com
0.0.0.0 2783ueiiw.cn
0.0.0.0 27d27.3322.org
0.0.0.0 27nnn.com
0.0.0.0 27x27.3322.org
0.0.0.0 280wyt.com
0.0.0.0 282850.cn
0.0.0.0 28365365.com
0.0.0.0 28773.cn
0.0.0.0 289363.ctc-w159.dns.com.cn
0.0.0.0 28a.3322.org
0.0.0.0 28bxg.com
0.0.0.0 28fa.net
0.0.0.0 28gan.com
0.0.0.0 28xxc.3322.org
0.0.0.0 29017.com
0.0.0.0 297gan.info
0.0.0.0 29cao.com
0.0.0.0 29v.3322.org
0.0.0.0 2aaxx.com
0.0.0.0 2aini.kmip.net
0.0.0.0 2asxswww.cn
0.0.0.0 2b.mainpage.cc
0.0.0.0 2b.perfectexe.com
0.0.0.0 2b.yigeyuming.com
0.0.0.0 2bxbx2.3322.org
0.0.0.0 2d2d2dsd.3322.org
0.0.0.0 2f6l966.2288.org
0.0.0.0 2fa.3322.org
0.0.0.0 2fcc.com
0.0.0.0 2ijdi.cn
0.0.0.0 2jjxx.com
0.0.0.0 2jsc.cn
0.0.0.0 2m2m.kmip.net
0.0.0.0 2nid.3322.org
0.0.0.0 2ok.cz.cc
0.0.0.0 2qtw.cn
0.0.0.0 2r2r2r2.cn
0.0.0.0 2sacv5h.3322.org
0.0.0.0 2scf.com
0.0.0.0 2vd.benpao2020.com
0.0.0.0 2wdqwdqw.cn
0.0.0.0 2x3x4x5x6x7x8.count.xj.cn
0.0.0.0 3-45654.54654.354354.357.65685.info
0.0.0.0 3.1234llll.com
0.0.0.0 3.1666x.com
0.0.0.0 3.32cs.com
0.0.0.0 3.567dx.com
0.0.0.0 3.ajehe.info
0.0.0.0 3.axiao77.com
0.0.0.0 3.axwdd.com
0.0.0.0 3.boksx.com
0.0.0.0 3.clxwe.com
0.0.0.0 3.cnswz.info
0.0.0.0 3.ctrl.fajujohiv.cn
0.0.0.0 3.cxzzd.com
0.0.0.0 3.dx22.info
0.0.0.0 3.exksc.com
0.0.0.0 3.fuwxh.com
0.0.0.0 3.ganbobo.com
0.0.0.0 3.hixiao77.com
0.0.0.0 3.honghua.info
0.0.0.0 3.hupxw.com
0.0.0.0 3.ixwsy.com
0.0.0.0 3.kkmm8.com
0.0.0.0 3.meng3130.cn
0.0.0.0 3.sejie2000.info
0.0.0.0 3.sesebbs.info
0.0.0.0 3.sewo.8866.org
0.0.0.0 3.sewo.9966.org
0.0.0.0 3.wo99bbs.info
0.0.0.0 3.wwwddd.net
0.0.0.0 3040500.cn
0.0.0.0 306888.cn
0.0.0.0 30776.com
0.0.0.0 308268.cn
0.0.0.0 308cp.com
0.0.0.0 308gg.cn
0.0.0.0 30ju.notlong.com
0.0.0.0 30mm.azzwg.cn
0.0.0.0 311113.com
0.0.0.0 31441.com
0.0.0.0 318555.com
0.0.0.0 318x.com
0.0.0.0 31t.3322.org
0.0.0.0 3219fon221.mobi
0.0.0.0 321xxoo.com
0.0.0.0 322188.com
0.0.0.0 32325daa.cn
0.0.0.0 326g.com
0.0.0.0 32dfdaadfe.3322.org
0.0.0.0 32gvdvbnn.6600.org
0.0.0.0 32j.3322.org
0.0.0.0 32veb.cn
0.0.0.0 33.198game.com
0.0.0.0 33.aregular.info
0.0.0.0 330h54.6600.org
0.0.0.0 3310.net.cn
0.0.0.0 331888.com
0.0.0.0 332255.com
0.0.0.0 332336.com
0.0.0.0 3328gp.com
0.0.0.0 332998.com
0.0.0.0 333013.com
0.0.0.0 3333-qq.cn
0.0.0.0 3333xb.com
0.0.0.0 333dert2.3322.org
0.0.0.0 333ds.7766.org
0.0.0.0 333gdre.8866.org
0.0.0.0 333mi.com
0.0.0.0 333mmm.360yyy.8800.org
0.0.0.0 335166.blogbus.com
0.0.0.0 3355688.cn
0.0.0.0 3355hh.360yyy.8800.org
0.0.0.0 335889.com
0.0.0.0 3374.com
0.0.0.0 33aaaa.com
0.0.0.0 33hrhec.7766.org
0.0.0.0 33sf54.cn
0.0.0.0 33vcv.2288.org
0.0.0.0 33we3v.2288.org
0.0.0.0 340.9966.org
0.0.0.0 3421sadf.waa.91haomm.com
0.0.0.0 343.boolans.com
0.0.0.0 3432333.7766.org
0.0.0.0 3432343.8800.org
0.0.0.0 3433333.3322.org
0.0.0.0 34567wyt.cn
0.0.0.0 345866.cn
0.0.0.0 345xb.com
0.0.0.0 34618.com
0.0.0.0 34gao.com
0.0.0.0 350088.com
0.0.0.0 35465543.com
0.0.0.0 35523.3322.org
0.0.0.0 356755.3322.org
0.0.0.0 360.94makelove.com.cn
0.0.0.0 360.be.ma
0.0.0.0 360.c99b.cn
0.0.0.0 360.cdd1.com
0.0.0.0 360.cn.97sewo.3322.org
0.0.0.0 360.hrbxld.com
0.0.0.0 360.qc.cx
0.0.0.0 360.xl.cx
0.0.0.0 360.zik.dj
0.0.0.0 360caonima01.3322.org
0.0.0.0 360ccccc.se0.3322.org
0.0.0.0 360cn.com.risinimenma360.9966.org
0.0.0.0 360cn.se0.3322.org
0.0.0.0 360gan.com
0.0.0.0 360gg.wyt2021.net
0.0.0.0 360llq.net
0.0.0.0 360loveme.3322.org
0.0.0.0 360safae.cn
0.0.0.0 360safe.9966.org
0.0.0.0 360safebox.9966.org
0.0.0.0 360sb.3322.org
0.0.0.0 360se.ay199os.8866.org
0.0.0.0 360woaini.8800.org
0.0.0.0 360xxoo.com
0.0.0.0 36186.cn
0.0.0.0 36366.info
0.0.0.0 365.gogogoav.com
0.0.0.0 365.kv900.com
0.0.0.0 365.tv190.com
0.0.0.0 365.tv660.com
0.0.0.0 365.xhuow.com
0.0.0.0 365dizhi.com
0.0.0.0 365ggg.info
0.0.0.0 3663.cc
0.0.0.0 368618.com
0.0.0.0 369bo.com
0.0.0.0 36cn.com.risinimenma360.9966.org
0.0.0.0 36du2.fde1.cn
0.0.0.0 36O.8866.org
0.0.0.0 3736ff.cn
0.0.0.0 37588.com.cn
0.0.0.0 37renti.com
0.0.0.0 38.azzwg.cn
0.0.0.0 38.us.to
0.0.0.0 3838738.com
0.0.0.0 3838cp.com
0.0.0.0 3872.qrqr.net
0.0.0.0 388-qq.cn
0.0.0.0 388488.com
0.0.0.0 38jjj.com
0.0.0.0 38xxoo.com
0.0.0.0 38zu-cn
0.0.0.0 38zu.cn
0.0.0.0 38zz.info
0.0.0.0 39807.com
0.0.0.0 39av.com
0.0.0.0 39cq.net
0.0.0.0 39sese.com
0.0.0.0 3as45sad4f5.3322.org
0.0.0.0 3b.iwillhavebigdick.com
0.0.0.0 3b3.org
0.0.0.0 3ba3h.cn
0.0.0.0 3bomb.com
0.0.0.0 3c.cncshj.com
0.0.0.0 3color3.com
0.0.0.0 3d0099.cn
0.0.0.0 3d1212.com
0.0.0.0 3d166.com
0.0.0.0 3D2666.cn
0.0.0.0 3d3188.com
0.0.0.0 3d3868.com
0.0.0.0 3d479.com
0.0.0.0 3d4888.net
0.0.0.0 3d49.cn
0.0.0.0 3d5000.com
0.0.0.0 3d546.cn
0.0.0.0 3d55.com
0.0.0.0 3d5688.com
0.0.0.0 3d5805.cn
0.0.0.0 3d6555.com
0.0.0.0 3d670.cn
0.0.0.0 3d7778.cn
0.0.0.0 3d818.com
0.0.0.0 3d827.com
0.0.0.0 3d8568.com
0.0.0.0 3d8848.com
0.0.0.0 3d8886.com
0.0.0.0 3d90.com
0.0.0.0 3d908.cn
0.0.0.0 3d917.com
0.0.0.0 3d9206.cn
0.0.0.0 3d9369.com
0.0.0.0 3d9698.cn
0.0.0.0 3daaaaa.cn
0.0.0.0 3dc989.com
0.0.0.0 3dchina.cc
0.0.0.0 3dcp98.com
0.0.0.0 3dcplt.com
0.0.0.0 3ddmm.com
0.0.0.0 3dfrr2.cn
