***********************************
《电脑报》黑榜(R)恶意网址屏蔽文件    
版本号：2010.11.1特别版
编辑陈邓新策划和监制
警告：不得将此数据用于违法犯罪行为！
POWER BY www.mwsl.org.cn
***********************************
127.0.0.1 localhost
0.0.0.0 888859.cn
0.0.0.0 888cpw.com
0.0.0.0 889sese.cn
0.0.0.0 88qingse.com
0.0.0.0 898222.com
0.0.0.0 89dx.com
0.0.0.0 89nnn.com
0.0.0.0 8gggg.com
0.0.0.0 8gtu.com
0.0.0.0 8lz4.cn
0.0.0.0 8n20.aabbcc258.cn
0.0.0.0 8now.info
0.0.0.0 8u78.36tt.3322.org
0.0.0.0 8uuu.36tt.3322.org
0.0.0.0 8y10.ppccss.cn
0.0.0.0 8yyxx.com
0.0.0.0 9.ctrl.fajujohiv.cn
0.0.0.0 901s.count.xj.cn
0.0.0.0 902a9.3322.org
0.0.0.0 90337.com
0.0.0.0 90hou.count.xj.cn
0.0.0.0 91555.tw.cn
0.0.0.0 919a5.3322.org
0.0.0.0 91porn.aa.am
0.0.0.0 91porn.com
0.0.0.0 91rbr.com
0.0.0.0 91rpp.com
0.0.0.0 92ri.com
0.0.0.0 92union.com
0.0.0.0 92xxoo.com
0.0.0.0 93485163126841.19855.info
0.0.0.0 93wx2009qq.cn
0.0.0.0 94gao.com
0.0.0.0 9527idc.vicp.net
0.0.0.0 9534google.jefhhe.com
0.0.0.0 95wen.com
0.0.0.0 966543.8866.org
0.0.0.0 96889.com
0.0.0.0 97.126wyt.com
0.0.0.0 97.163wyt.com
0.0.0.0 97.44wen.com
0.0.0.0 97.567wyt.com
0.0.0.0 97.700wyt.com
0.0.0.0 97530.cn
0.0.0.0 977789.com
0.0.0.0 97bobo.com
0.0.0.0 97gan.com
0.0.0.0 97plmm.com
0.0.0.0 97se97gan97se.info
0.0.0.0 97sese.com
0.0.0.0 97sexsexbaidu.info
0.0.0.0 97sw.aa.am
0.0.0.0 97sw.cz.cc
0.0.0.0 97url.com
0.0.0.0 97wen.com
0.0.0.0 97xxoo.com
0.0.0.0 9821g9.cn
0.0.0.0 983h2.cn
0.0.0.0 9899.cn
0.0.0.0 9906688.com
0.0.0.0 991gooegleoe1.3322.org
0.0.0.0 9934.info
0.0.0.0 997wyt.com
0.0.0.0 999538945.com
0.0.0.0 999jjj.com
0.0.0.0 9ba.info
0.0.0.0 9ikd.3322.org
0.0.0.0 9jjxx.com
0.0.0.0 9kss.com
0.0.0.0 9nnnn.com
0.0.0.0 9wxx.com
0.0.0.0 a-pp.110mb.com
0.0.0.0 a.11didi.com
0.0.0.0 a.12c.cn
0.0.0.0 a.33lian.org
0.0.0.0 a.44386.com
0.0.0.0 a.4qqbb.com
0.0.0.0 a.77xxoo.info
0.0.0.0 a.789wyt.com
0.0.0.0 a.94383.com
0.0.0.0 a.brsqb.cn
0.0.0.0 a.dlzyjx.com
0.0.0.0 a.ffqqq.net
0.0.0.0 a.kiji884w.cn
0.0.0.0 a.kkqqq.net
0.0.0.0 a.lxwar.com
0.0.0.0 a.oye333.com
0.0.0.0 a.qqav.info
0.0.0.0 a.release.51edm.net
0.0.0.0 a.salemxm.co.cc
0.0.0.0 a.se2222.com
0.0.0.0 a.se94se.info
0.0.0.0 a.update.51edm.net
0.0.0.0 a.uuzhijia.info
0.0.0.0 a.wymfw.org
0.0.0.0 a.xin7778.com
0.0.0.0 a.xsjsb.coyo.eu
0.0.0.0 a.xyxy.info
0.0.0.0 a05.xfbfgw.com
0.0.0.0 a09230.917.rste.info
0.0.0.0 a09250.917.rste.info
0.0.0.0 a1.lxwar.com
0.0.0.0 a1.nvyouba.cn
0.0.0.0 a1.pzxz8.com
0.0.0.0 a2.364736.com
0.0.0.0 a2.lvguihua.com
0.0.0.0 a2dg2o.cn
0.0.0.0 a3ny.8866.org
0.0.0.0 a6633.net
0.0.0.0 a6ga6.cn
0.0.0.0 a6tt4.114anhui.com
0.0.0.0 a88q.cn
0.0.0.0 aa-1.baidushisbnndbuyaoqian.cn
0.0.0.0 aa.1791xx.com
0.0.0.0 aa.17qin.info
0.0.0.0 aa.brsqb.cn
0.0.0.0 aa.mimiadd.info
0.0.0.0 aa1.xorg.pl
0.0.0.0 aa1100.2288.org
0.0.0.0 aa2233.2288.org
0.0.0.0 aa345.7766.org
0.0.0.0 aa44.qq66.in
0.0.0.0 aaa.1wbl.com
0.0.0.0 aaa.delete8527.cn
0.0.0.0 aaaa6.kmddns.com
0.0.0.0 aaf.xnum.cn
0.0.0.0 aag.xnum.cn
0.0.0.0 aah.xnum.cn
0.0.0.0 aar.bij.pl
0.0.0.0 aasantarita.com
0.0.0.0 aau.bij.pl
0.0.0.0 aawekq.grandisecurity11.com
0.0.0.0 aaz.bee.pl
0.0.0.0 ab.ie222.com
0.0.0.0 aba.bee.pl
0.0.0.0 aba.bij.pl
0.0.0.0 aba.dns0755.net
0.0.0.0 abc.geglete.cn
0.0.0.0 abcaaaaaabcd.rulvbobingainimadeqiu.3322.org
0.0.0.0 abcabbaaabcd.rulvbobingainimadeqiu.3322.org
0.0.0.0 abe.dns0755.net
0.0.0.0 abe.nna.cc
0.0.0.0 abf.8866.org
0.0.0.0 abf.nna.cc
0.0.0.0 abg.nna.cc
0.0.0.0 abh.dns0755.net
0.0.0.0 abh.nna.cc
0.0.0.0 abi.dns0755.net
0.0.0.0 abi.nna.cc
0.0.0.0 abj.8866.org
0.0.0.0 abk.8866.org
0.0.0.0 abk.dns0755.net
0.0.0.0 ablegang.com
0.0.0.0 abn.dns0755.net
0.0.0.0 abo.dns0755.net
0.0.0.0 abonlinelive.com
0.0.0.0 about-bank.cn
0.0.0.0 about.blank.la
0.0.0.0 abp.dns0755.net
0.0.0.0 abt.dns0755.net
0.0.0.0 acc.dns0755.net
0.0.0.0 acctv6.s130.288idc.com
0.0.0.0 acd.dns0755.net
0.0.0.0 acg.dns0755.net
0.0.0.0 acr.dns0755.net
0.0.0.0 acsawwn22.info
0.0.0.0 act.dns0755.net
0.0.0.0 act365.com
0.0.0.0 active.b2b.hc360.com
0.0.0.0 acu.dns0755.net
0.0.0.0 acv.dns0755.net
0.0.0.0 acz.dns0755.net
0.0.0.0 ad.1048101621.cn
0.0.0.0 ad.2112111.com
0.0.0.0 ad.51595.com
0.0.0.0 ad.ghura.pl
0.0.0.0 ad.googlesyndications.co.cc
0.0.0.0 ad.keyrvn.co.cc
0.0.0.0 ad.xxandxy.cn
0.0.0.0 add.917wan.cn
0.0.0.0 addvertseense.co.uk
0.0.0.0 admin.bbexe.cn
0.0.0.0 admin1.w51.9410.com
0.0.0.0 adobe-flash-04.co.tv
0.0.0.0 adriano121922.sites.uol.com.br
0.0.0.0 adv.blinw.com
0.0.0.0 aeefdar34.3322.org
0.0.0.0 aeo5p.cn
0.0.0.0 aerostuff.ru
0.0.0.0 aeu.bij.pl
0.0.0.0 aeu44ry.cn
0.0.0.0 aez.bij.pl
0.0.0.0 afi.bij.pl
0.0.0.0 aft.bij.pl
0.0.0.0 afx.bij.pl
0.0.0.0 agjt1h.cn
0.0.0.0 agn6m.cn
0.0.0.0 agofa.cn
0.0.0.0 ags.bij.pl
0.0.0.0 ai8k.com
0.0.0.0 aibabamama.vicp.net
0.0.0.0 aibiwang.com
0.0.0.0 ailbay.com
0.0.0.0 ailuo8.com
0.0.0.0 aisese.lookin.at
0.0.0.0 aj.tg.niux88.com
0.0.0.0 ak47.x10hosting.com
0.0.0.0 ak477.8800.org
0.0.0.0 aksldhtiaads.8866.org
0.0.0.0 alananlaw.com
0.0.0.0 alexa.houdao.org.ru
0.0.0.0 alhatester.com
0.0.0.0 allfilesstorage.com
0.0.0.0 amadox.nl
0.0.0.0 amateurmovies.in
0.0.0.0 amforacalistro.info
0.0.0.0 amjc.3322.org
0.0.0.0 analytics.prosecures.com
0.0.0.0 annil.8866.org
0.0.0.0 anquye.com
0.0.0.0 antispyware-scan.net
0.0.0.0 antivirus-live.com
0.0.0.0 antiviruspc-update.com
0.0.0.0 antivirusplus2010.com
0.0.0.0 antivirusxp09.com
0.0.0.0 ao29w8mv02.3322.org
0.0.0.0 aokdjfnuansj29.3322.org
0.0.0.0 apsight.ru
0.0.0.0 aq-anquan.com.cn
0.0.0.0 aq-qq-server.3322.org
0.0.0.0 aq.dna.service.tcenceni.com
0.0.0.0 aq.qq.com.dna.gci-bin.cn
0.0.0.0 aq.qq.com.tencent-cw.com
0.0.0.0 aquarius.myvnc.com
0.0.0.0 armmobilya.com
0.0.0.0 as03.youggon11.com
0.0.0.0 asa.2288.org
0.0.0.0 asc20.com
0.0.0.0 asd9wea.3322.org
0.0.0.0 asdf.52zy.com
0.0.0.0 asdgfqws29.3322.org
0.0.0.0 asdrewwyqs7.3322.org 
0.0.0.0 ase1d.cn
0.0.0.0 asm32.9966.org
0.0.0.0 asmoights.com
0.0.0.0 asxe.info
0.0.0.0 atmus.cn
0.0.0.0 au-qq.com
0.0.0.0 av.1234av.com
0.0.0.0 av.17abo.com
0.0.0.0 av.17gby.com
0.0.0.0 av.18abo.com
0.0.0.0 av.511av.com
0.0.0.0 av.5jyss.com
0.0.0.0 av.94aq.cn
0.0.0.0 av.95ai.com
0.0.0.0 av.9gaoav.com
0.0.0.0 av.9kss.com
0.0.0.0 av.gaoav77.info
0.0.0.0 av.segg.info
0.0.0.0 av.ss99ss.info
0.0.0.0 av130.com
0.0.0.0 av170.com
0.0.0.0 avapian.com
0.0.0.0 avdy8.com
0.0.0.0 ave1.cn
0.0.0.0 ave2.cn
0.0.0.0 ave3.cn
0.0.0.0 avg.nna.cc
0.0.0.0 avlang.com
0.0.0.0 avlang.net
0.0.0.0 avno1.com
0.0.0.0 avse.sewytwang.info
0.0.0.0 avsteel.cn
0.0.0.0 awebunitra.com
0.0.0.0 ayahaha.36tt.3322.org
0.0.0.0 azwyt.com
0.0.0.0 b.17ccc.org
0.0.0.0 b.44b4.com
0.0.0.0 b.97eee.org
0.0.0.0 b.97wuyue.com
0.0.0.0 b.anquye.com
0.0.0.0 b.avxxx.org
0.0.0.0 b.goo1.info
0.0.0.0 b.mimiaa.biz
0.0.0.0 b.nnbase.com
0.0.0.0 b.open2009.net
0.0.0.0 b.oye333.com
0.0.0.0 b.tuxiao77.com
0.0.0.0 b.vv49.com
0.0.0.0 b.xiao77.biz
0.0.0.0 b.xiao77luntan.name
0.0.0.0 b.xin7778.com
0.0.0.0 b.xx7.in
0.0.0.0 b.yinbbs.com
0.0.0.0 b3g8.com
0.0.0.0 b6tt4.114anhui.com
0.0.0.0 ba.bahw.cn
0.0.0.0 baa.xnum.cn
0.0.0.0 bab.xnum.cn
0.0.0.0 bad.xnum.cn
0.0.0.0 badu3.8866.org
0.0.0.0 bae.xnum.cn
0.0.0.0 bag.xnum.cn
0.0.0.0 bahw.cn
0.0.0.0 baidu.uicp.net
0.0.0.0 baidu.x0day.com
0.0.0.0 baiduandgoogle.jefhhe.com
0.0.0.0 baidubb1.vip137.2hezu.net
0.0.0.0 baidugoogle.jefhhe.com
0.0.0.0 baikeqi.com
0.0.0.0 bao-2009.cn
0.0.0.0 baronessan.se
0.0.0.0 bashen.xhhow4.com
0.0.0.0 bb.297gan.info
0.0.0.0 bb.iwillhavebigdick.com
0.0.0.0 bb2233.2288.org
0.0.0.0 bb6oo.cn
0.0.0.0 bbb.xnum.cn
0.0.0.0 bbb258963.7766.org
0.0.0.0 bbbbtvv.cn
0.0.0.0 bbc.xnum.cn
0.0.0.0 bbdu.3322.org
0.0.0.0 bbg2.cn
0.0.0.0 bbg3.cn
0.0.0.0 bbg7.cn
0.0.0.0 bbg8.cn
0.0.0.0 bbg9.cn
0.0.0.0 bbj.118bbs.com
0.0.0.0 bbs.5hua9.cn
0.0.0.0 bbs.5ifit.com
0.0.0.0 bbs.69111.com
0.0.0.0 bbs.80xp.com
0.0.0.0 bbs.889568.com
0.0.0.0 bbs.ccwb.net
0.0.0.0 bbs.cntuw.com
0.0.0.0 bbs.guo360.co.cc
0.0.0.0 bbs.gz7c.com
0.0.0.0 bbs.haosecc.com
0.0.0.0 bbs.hksxs.cn
0.0.0.0 bbs.huarencheng.com
0.0.0.0 bbs.keyruns.co.cc
0.0.0.0 bbs.mp4sky.com
0.0.0.0 bbs.pxtang.cn
0.0.0.0 bbs.sh000.com
0.0.0.0 bbs32.3322.org
0.0.0.0 bbssddk.cn
0.0.0.0 bccccdssse3.7766.org
0.0.0.0 bd1.kk5c.com
0.0.0.0 bd2.kk5c.com
0.0.0.0 bd3.kk5c.com
0.0.0.0 bdet222.info
0.0.0.0 bdh123.7cv.com
0.0.0.0 bedayton.com
0.0.0.0 beeblebrox.org
0.0.0.0 beijingse.net
0.0.0.0 beike001.5d6d.com
0.0.0.0 bertlicy.com
0.0.0.0 best222.info
0.0.0.0 bestkind.ru
0.0.0.0 bestofvideos2010online.net
0.0.0.0 bestvido.info
0.0.0.0 beta.stsc.co.kr
0.0.0.0 bexo.2288.org
0.0.0.0 bha.vedns.com
0.0.0.0 big.1155o.cn
0.0.0.0 bigfooot178.com
0.0.0.0 bigproxy.org
0.0.0.0 binolpix.com
0.0.0.0 bj788.com
0.0.0.0 bj868.com
0.0.0.0 bjcp333.com
0.0.0.0 bjcp88.com
0.0.0.0 blackfuril.ru
0.0.0.0 blackmovies.fileave.com
